Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q09028,RBBP4_HUMAN,reviewed,Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48),RBBP4 RBAP48,Homo sapiens (Human),425
Q8TDY2,RBCC1_HUMAN,reviewed,RB1-inducible coiled-coil protein 1 (FAK family kinase-interacting protein of 200 kDa) (FIP200),RB1CC1 KIAA0203 RBICC,Homo sapiens (Human),1594
P52756,RBM5_HUMAN,reviewed,RNA-binding protein 5 (Protein G15) (Putative tumor suppressor LUCA15) (RNA-binding motif protein 5) (Renal carcinoma antigen NY-REN-9),RBM5 H37 LUCA15,Homo sapiens (Human),815
O95980,RECK_HUMAN,reviewed,Reversion-inducing cysteine-rich protein with Kazal motifs (hRECK) (Suppressor of tumorigenicity 15 protein),RECK ST15,Homo sapiens (Human),971
P28749,RBL1_HUMAN,reviewed,Retinoblastoma-like protein 1 (107 kDa retinoblastoma-associated protein) (p107) (pRb1),RBL1,Homo sapiens (Human),1068
Q9NS23,RASF1_HUMAN,reviewed,Ras association domain-containing protein 1,RASSF1 RDA32,Homo sapiens (Human),344
P01112,RASH_HUMAN,reviewed,"GTPase HRas (H-Ras-1) (Ha-Ras) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]",HRAS HRAS1,Homo sapiens (Human),189
Q16576,RBBP7_HUMAN,reviewed,Histone-binding protein RBBP7 (Histone acetyltransferase type B subunit 2) (Nucleosome-remodeling factor subunit RBAP46) (Retinoblastoma-binding protein 7) (RBBP-7) (Retinoblastoma-binding protein p46),RBBP7 RBAP46,Homo sapiens (Human),425
P78332,RBM6_HUMAN,reviewed,RNA-binding protein 6 (Lung cancer antigen NY-LU-12) (Protein G16) (RNA-binding motif protein 6) (RNA-binding protein DEF-3),RBM6 DEF3,Homo sapiens (Human),1123
P20936,RASA1_HUMAN,reviewed,Ras GTPase-activating protein 1 (GAP) (GTPase-activating protein) (RasGAP) (Ras p21 protein activator) (p120GAP),RASA1 GAP RASA,Homo sapiens (Human),1047
Q86WH2,RASF3_HUMAN,reviewed,Ras association domain-containing protein 3,RASSF3,Homo sapiens (Human),238
A6NK89,RASFA_HUMAN,reviewed,Ras association domain-containing protein 10,RASSF10,Homo sapiens (Human),507
Q08999,RBL2_HUMAN,reviewed,Retinoblastoma-like protein 2 (130 kDa retinoblastoma-associated protein) (p130) (Retinoblastoma-related protein 2) (RBR-2) (pRb2),RBL2 RB2,Homo sapiens (Human),1139
Q9BQY4,RHXF2_HUMAN,reviewed,Rhox homeobox family member 2 (Paired-like homeobox protein PEPP-2) (Testis homeobox gene 1),RHOXF2 PEPP2 THG1,Homo sapiens (Human),288
P38159,RBMX_HUMAN,reviewed,"RNA-binding motif protein, X chromosome (Glycoprotein p43) (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]",RBMX HNRPG RBMXP1,Homo sapiens (Human),391
P62877,RBX1_HUMAN,reviewed,"E3 ubiquitin-protein ligase RBX1 (EC 6.3.2.-) (Protein ZYP) (RING finger protein 75) (RING-box protein 1) (Rbx1) (Regulator of cullins 1) [Cleaved into: E3 ubiquitin-protein ligase RBX1, N-terminally processed]",RBX1 RNF75 ROC1,Homo sapiens (Human),108
Q92698,RAD54_HUMAN,reviewed,DNA repair and recombination protein RAD54-like (EC 3.6.4.-) (RAD54 homolog) (hHR54) (hRAD54),RAD54L RAD54A,Homo sapiens (Human),747
O75925,PIAS1_HUMAN,reviewed,E3 SUMO-protein ligase PIAS1 (EC 6.3.2.-) (DEAD/H box-binding protein 1) (Gu-binding protein) (GBP) (Protein inhibitor of activated STAT protein 1) (RNA helicase II-binding protein),PIAS1 DDXBP1,Homo sapiens (Human),651
P15309,PPAP_HUMAN,reviewed,Prostatic acid phosphatase (PAP) (EC 3.1.3.2) (5'-nucleotidase) (5'-NT) (EC 3.1.3.5) (Ecto-5'-nucleotidase) (Thiamine monophosphatase) (TMPase) [Cleaved into: PAPf39],ACPP,Homo sapiens (Human),386
Q96BK5,PINX1_HUMAN,reviewed,PIN2/TERF1-interacting telomerase inhibitor 1 (Liver-related putative tumor suppressor) (Pin2-interacting protein X1) (Protein 67-11-3) (TRF1-interacting protein 1),PINX1 LPTL LPTS,Homo sapiens (Human),328
Q9H7P9,PKHG2_HUMAN,reviewed,Pleckstrin homology domain-containing family G member 2 (PH domain-containing family G member 2),PLEKHG2,Homo sapiens (Human),1386
Q9H307,PININ_HUMAN,reviewed,Pinin (140 kDa nuclear and cell adhesion-related phosphoprotein) (Desmosome-associated protein) (Domain-rich serine protein) (DRS protein) (DRSP) (Melanoma metastasis clone A protein) (Nuclear protein SDK3) (SR-like protein),PNN DRS MEMA,Homo sapiens (Human),717
Q9NYY3,PLK2_HUMAN,reviewed,Serine/threonine-protein kinase PLK2 (EC 2.7.11.21) (Polo-like kinase 2) (PLK-2) (hPlk2) (Serine/threonine-protein kinase SNK) (hSNK) (Serum-inducible kinase),PLK2 SNK,Homo sapiens (Human),685
Q9Y5J5,PHLA3_HUMAN,reviewed,Pleckstrin homology-like domain family A member 3 (TDAG51/Ipl homolog 1),PHLDA3 TIH1,Homo sapiens (Human),127
P54277,PMS1_HUMAN,reviewed,PMS1 protein homolog 1 (DNA mismatch repair protein PMS1),PMS1 PMSL1,Homo sapiens (Human),932
P54278,PMS2_HUMAN,reviewed,Mismatch repair endonuclease PMS2 (EC 3.1.-.-) (DNA mismatch repair protein PMS2) (PMS1 protein homolog 2),PMS2 PMSL2,Homo sapiens (Human),862
P78364,PHC1_HUMAN,reviewed,Polyhomeotic-like protein 1 (hPH1) (Early development regulatory protein 1),PHC1 EDR1 PH1,Homo sapiens (Human),1004
Q9UPV7,PHF24_HUMAN,reviewed,PHD finger protein 24,PHF24 KIAA1045,Homo sapiens (Human),400
O60346,PHLP1_HUMAN,reviewed,PH domain leucine-rich repeat-containing protein phosphatase 1 (EC 3.1.3.16) (Pleckstrin homology domain-containing family E member 1) (PH domain-containing family E member 1) (Suprachiasmatic nucleus circadian oscillatory protein) (hSCOP),PHLPP1 KIAA0606 PHLPP PLEKHE1 SCOP,Homo sapiens (Human),1717
Q53GL0,PKHO1_HUMAN,reviewed,Pleckstrin homology domain-containing family O member 1 (PH domain-containing family O member 1) (C-Jun-binding protein) (JBP) (Casein kinase 2-interacting protein 1) (CK2-interacting protein 1) (CKIP-1) (Osteoclast maturation-associated gene 120 protein),PLEKHO1 CKIP1 OC120 HQ0024c,Homo sapiens (Human),409
Q8NEB5,PLPP5_HUMAN,reviewed,Phospholipid phosphatase 5 (EC 3.1.3.4) (Phosphatidic acid phosphatase type 2 domain-containing protein 1B),PLPP5 DPPL1 HTPAP PPAPDC1B,Homo sapiens (Human),264
Q9UKN5,PRDM4_HUMAN,reviewed,PR domain zinc finger protein 4 (EC 2.1.1.-) (PR domain-containing protein 4),PRDM4 PFM1,Homo sapiens (Human),801
P85299,PRR5_HUMAN,reviewed,Proline-rich protein 5 (Protein observed with Rictor-1) (Protor-1),PRR5 PROTOR1 PP610,Homo sapiens (Human),388
Q13029,PRDM2_HUMAN,reviewed,PR domain zinc finger protein 2 (EC 2.1.1.43) (GATA-3-binding protein G3B) (Lysine N-methyltransferase 8) (MTB-ZF) (MTE-binding protein) (PR domain-containing protein 2) (Retinoblastoma protein-interacting zinc finger protein) (Zinc finger protein RIZ),PRDM2 KMT8 RIZ,Homo sapiens (Human),1718
Q9NQX1,PRDM5_HUMAN,reviewed,PR domain zinc finger protein 5 (EC 2.1.1.-) (PR domain-containing protein 5),PRDM5 PFM2,Homo sapiens (Human),630
Q86V59,PNM8A_HUMAN,reviewed,Paraneoplastic antigen-like protein 8A (PNMA-like protein 1),PNMA8A PNMAL1,Homo sapiens (Human),439
Q15262,PTPRK_HUMAN,reviewed,Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48),PTPRK PTPK,Homo sapiens (Human),1439
Q13635,PTC1_HUMAN,reviewed,Protein patched homolog 1 (PTC) (PTC1),PTCH1 PTCH,Homo sapiens (Human),1447
Q15678,PTN14_HUMAN,reviewed,Tyrosine-protein phosphatase non-receptor type 14 (EC 3.1.3.48) (Protein-tyrosine phosphatase pez),PTPN14 PEZ PTPD2,Homo sapiens (Human),1187
Q6GYQ0,RGPA1_HUMAN,reviewed,Ral GTPase-activating protein subunit alpha-1 (GAP-related-interacting partner to E12) (GRIPE) (GTPase-activating Rap/Ran-GAP domain-like 1) (Tuberin-like protein 1) (p240),RALGAPA1 GARNL1 KIAA0884 TULIP1,Homo sapiens (Human),2036
Q52LW3,RHG29_HUMAN,reviewed,Rho GTPase-activating protein 29 (PTPL1-associated RhoGAP protein 1) (Rho-type GTPase-activating protein 29),ARHGAP29 PARG1,Homo sapiens (Human),1261
Q9P2F6,RHG20_HUMAN,reviewed,Rho GTPase-activating protein 20 (Rho-type GTPase-activating protein 20),ARHGAP20 KIAA1391,Homo sapiens (Human),1191
P62745,RHOB_HUMAN,reviewed,Rho-related GTP-binding protein RhoB (Rho cDNA clone 6) (h6),RHOB ARH6 ARHB,Homo sapiens (Human),196
Q96QB1,RHG07_HUMAN,reviewed,Rho GTPase-activating protein 7 (Deleted in liver cancer 1 protein) (DLC-1) (HP protein) (Rho-type GTPase-activating protein 7) (START domain-containing protein 12) (StARD12) (StAR-related lipid transfer protein 12),DLC1 ARHGAP7 KIAA1723 STARD12,Homo sapiens (Human),1528
Q9NRY4,RHG35_HUMAN,reviewed,Rho GTPase-activating protein 35 (Glucocorticoid receptor DNA-binding factor 1) (Glucocorticoid receptor repression factor 1) (GRF-1) (Rho GAP p190A) (p190-A),ARHGAP35 GRF1 GRLF1 KIAA1722 P190A p190ARHOGAP,Homo sapiens (Human),1499
Q99496,RING2_HUMAN,reviewed,E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (Huntingtin-interacting protein 2-interacting protein 3) (HIP2-interacting protein 3) (Protein DinG) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING finger protein BAP-1) (RING-type E3 ubiquitin transferase RING2),RNF2 BAP1 DING HIPI3 RING1B,Homo sapiens (Human),336
Q86YS3,RFIP4_HUMAN,reviewed,Rab11 family-interacting protein 4 (FIP4-Rab11) (Rab11-FIP4) (Arfophilin-2),RAB11FIP4 ARFO2 KIAA1821,Homo sapiens (Human),637
O15492,RGS16_HUMAN,reviewed,Regulator of G-protein signaling 16 (RGS16) (A28-RGS14P) (Retinal-specific RGS) (RGS-r) (hRGS-r) (Retinally abundant regulator of G-protein signaling),RGS16 RGSR,Homo sapiens (Human),202
P27635,RL10_HUMAN,reviewed,60S ribosomal protein L10 (Laminin receptor homolog) (Large ribosomal subunit protein uL16) (Protein QM) (Tumor suppressor QM),RPL10 DXS648E QM,Homo sapiens (Human),214
Q06587,RING1_HUMAN,reviewed,E3 ubiquitin-protein ligase RING1 (EC 2.3.2.27) (Polycomb complex protein RING1) (RING finger protein 1) (RING-type E3 ubiquitin transferase RING1) (Really interesting new gene 1 protein),RING1 RNF1,Homo sapiens (Human),406
Q9BV68,RN126_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF126 (EC 2.3.2.27) (RING finger protein 126),RNF126,Homo sapiens (Human),326
Q8IUD6,RN135_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF135 (EC 2.3.2.27) (RIG-I E3 ubiquitin ligase) (REUL) (RING finger protein 135) (RING-type E3 ubiquitin transferase RNF135) (Riplet),RNF135 L13,Homo sapiens (Human),432
Q68DV7,RNF43_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF43 (EC 2.3.2.27) (RING finger protein 43) (RING-type E3 ubiquitin transferase RNF43),RNF43,Homo sapiens (Human),783
Q6GPH4,XAF1_HUMAN,reviewed,XIAP-associated factor 1 (BIRC4-binding protein),XAF1 BIRC4BP XIAPAF1,Homo sapiens (Human),301
O14980,XPO1_HUMAN,reviewed,Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog),XPO1 CRM1,Homo sapiens (Human),1071
Q8TAF3,WDR48_HUMAN,reviewed,WD repeat-containing protein 48 (USP1-associated factor 1) (WD repeat endosomal protein) (p80),WDR48 KIAA1449 UAF1,Homo sapiens (Human),677
Q9NZC7,WWOX_HUMAN,reviewed,WW domain-containing oxidoreductase (EC 1.1.1.-) (Fragile site FRA16D oxidoreductase) (Short chain dehydrogenase/reductase family 41C member 1),WWOX FOR SDR41C1 WOX1,Homo sapiens (Human),414
P19544,WT1_HUMAN,reviewed,Wilms tumor protein (WT33),WT1,Homo sapiens (Human),449
Q8IZH2,XRN1_HUMAN,reviewed,5'-3' exoribonuclease 1 (EC 3.1.13.-) (Strand-exchange protein 1 homolog),XRN1 SEP1,Homo sapiens (Human),1706
Q6PJI9,WDR59_HUMAN,reviewed,GATOR complex protein WDR59 (WD repeat-containing protein 59),WDR59 KIAA1923 FP977,Homo sapiens (Human),974
O00534,VMA5A_HUMAN,reviewed,von Willebrand factor A domain-containing protein 5A (Breast cancer suppressor candidate 1) (BCSC-1) (Loss of heterozygosity 11 chromosomal region 2 gene A protein),VWA5A BCSC1 LOH11CR2A,Homo sapiens (Human),786
Q9H777,RNZ1_HUMAN,reviewed,Zinc phosphodiesterase ELAC protein 1 (EC 3.1.26.11) (Deleted in Ma29) (ElaC homolog protein 1) (Ribonuclease Z 1) (RNase Z 1) (tRNA 3 endonuclease 1) (tRNase Z 1),ELAC1 D29,Homo sapiens (Human),363
Q9UNE2,RPH3L_HUMAN,reviewed,Rab effector Noc2 (No C2 domains protein) (Rabphilin-3A-like protein),RPH3AL NOC2,Homo sapiens (Human),315
O94763,RMP_HUMAN,reviewed,Unconventional prefoldin RPB5 interactor 1 (Protein NNX3) (Protein phosphatase 1 regulatory subunit 19) (RNA polymerase II subunit 5-mediating protein) (RPB5-mediating protein),URI1 C19orf2 NNX3 PPP1R19 RMP URI,Homo sapiens (Human),535
Q9H6Y7,RN167_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF167 (EC 2.3.2.27) (RING finger protein 167) (RING-type E3 ubiquitin transferase RNF167) (RING105),RNF167 LP2254,Homo sapiens (Human),350
Q7L523,RRAGA_HUMAN,reviewed,Ras-related GTP-binding protein A (Rag A) (RagA) (Adenovirus E3 14.7 kDa-interacting protein 1) (FIP-1),RRAGA,Homo sapiens (Human),313
Q5VZM2,RRAGB_HUMAN,reviewed,Ras-related GTP-binding protein B (Rag B) (RagB),RRAGB,Homo sapiens (Human),374
P62273,RS29_HUMAN,reviewed,40S ribosomal protein S29 (Small ribosomal subunit protein uS14),RPS29,Homo sapiens (Human),56
Q6UXX9,RSPO2_HUMAN,reviewed,R-spondin-2 (Roof plate-specific spondin-2) (hRspo2),RSPO2 UNQ9384/PRO34209,Homo sapiens (Human),243
P29034,S10A2_HUMAN,reviewed,Protein S100-A2 (CAN19) (Protein S-100L) (S100 calcium-binding protein A2),S100A2 S100L,Homo sapiens (Human),98
P06703,S10A6_HUMAN,reviewed,Protein S100-A6 (Calcyclin) (Growth factor-inducible protein 2A9) (MLN 4) (Prolactin receptor-associated protein) (PRA) (S100 calcium-binding protein A6),S100A6 CACY,Homo sapiens (Human),90
P40879,S26A3_HUMAN,reviewed,Chloride anion exchanger (Down-regulated in adenoma) (Protein DRA) (Solute carrier family 26 member 3),SLC26A3 DRA,Homo sapiens (Human),764
Q9BXY4,RSPO3_HUMAN,reviewed,R-spondin-3 (Protein with TSP type-1 repeat) (hPWTSR) (Roof plate-specific spondin-3) (hRspo3) (Thrombospondin type-1 domain-containing protein 2),RSPO3 PWTSR THSD2,Homo sapiens (Human),272
Q96BI1,S22AI_HUMAN,reviewed,Solute carrier family 22 member 18 (Beckwith-Wiedemann syndrome chromosomal region 1 candidate gene A protein) (Efflux transporter-like protein) (Imprinted multi-membrane-spanning polyspecific transporter-related protein 1) (Organic cation transporter-like protein 2) (ORCTL-2) (Solute carrier family 22 member 1-like) (Tumor-suppressing STF cDNA 5 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 5 protein) (p45-Beckwith-Wiedemann region 1 A) (p45-BWR1A),SLC22A18 BWR1A BWSCR1A HET IMPT1 ITM ORCTL2 SLC22A1L TSSC5,Homo sapiens (Human),424
Q92737,RSLAA_HUMAN,reviewed,Ras-like protein family member 10A (Ras-like protein RRP22) (Ras-related protein on chromosome 22),RASL10A RRP22,Homo sapiens (Human),203
Q9H714,RUBCL_HUMAN,reviewed,Protein RUBCNL-like,RUBCNL C13orf18 KIAA0226L,Homo sapiens (Human),662
Q2MKA7,RSPO1_HUMAN,reviewed,R-spondin-1 (Roof plate-specific spondin-1) (hRspo1),RSPO1,Homo sapiens (Human),263
Q13761,RUNX3_HUMAN,reviewed,Runt-related transcription factor 3 (Acute myeloid leukemia 2 protein) (Core-binding factor subunit alpha-3) (CBF-alpha-3) (Oncogene AML-2) (Polyomavirus enhancer-binding protein 2 alpha C subunit) (PEA2-alpha C) (PEBP2-alpha C) (SL3-3 enhancer factor 1 alpha C subunit) (SL3/AKV core-binding factor alpha C subunit),RUNX3 AML2 CBFA3 PEBP2A3,Homo sapiens (Human),415
Q9Y230,RUVB2_HUMAN,reviewed,RuvB-like 2 (EC 3.6.4.12) (48 kDa TATA box-binding protein-interacting protein) (48 kDa TBP-interacting protein) (51 kDa erythrocyte cytosolic protein) (ECP-51) (INO80 complex subunit J) (Repressing pontin 52) (Reptin 52) (TIP49b) (TIP60-associated protein 54-beta) (TAP54-beta),RUVBL2 INO80J TIP48 TIP49B CGI-46,Homo sapiens (Human),463
Q8N9R8,SCAI_HUMAN,reviewed,Protein SCAI (Suppressor of cancer cell invasion protein),SCAI C9orf126,Homo sapiens (Human),606
Q13214,SEM3B_HUMAN,reviewed,Semaphorin-3B (Sema A(V)) (Semaphorin-V) (Sema V),SEMA3B SEMA5 SEMAA,Homo sapiens (Human),749
Q01826,SATB1_HUMAN,reviewed,DNA-binding protein SATB1 (Special AT-rich sequence-binding protein 1),SATB1,Homo sapiens (Human),763
P31040,SDHA_HUMAN,reviewed,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp)",SDHA SDH2 SDHF,Homo sapiens (Human),664
P55735,SEC13_HUMAN,reviewed,Protein SEC13 homolog (GATOR complex protein SEC13) (SEC13-like protein 1) (SEC13-related protein),SEC13 D3S1231E SEC13L1 SEC13R,Homo sapiens (Human),322
O94885,SASH1_HUMAN,reviewed,SAM and SH3 domain-containing protein 1 (Proline-glutamate repeat-containing protein),SASH1 KIAA0790 PEPE1,Homo sapiens (Human),1247
Q8N695,SC5A8_HUMAN,reviewed,Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8),SLC5A8 AIT SMCT SMCT1,Homo sapiens (Human),610
Q9Y265,RUVB1_HUMAN,reviewed,RuvB-like 1 (EC 3.6.4.12) (49 kDa TATA box-binding protein-interacting protein) (49 kDa TBP-interacting protein) (54 kDa erythrocyte cytosolic protein) (ECP-54) (INO80 complex subunit H) (Nuclear matrix protein 238) (NMP 238) (Pontin 52) (TIP49a) (TIP60-associated protein 54-alpha) (TAP54-alpha),RUVBL1 INO80H NMP238 TIP49 TIP49A,Homo sapiens (Human),456
Q99624,S38A3_HUMAN,reviewed,Sodium-coupled neutral amino acid transporter 3 (N-system amino acid transporter 1) (Na(+)-coupled neutral amino acid transporter 3) (Solute carrier family 38 member 3) (System N amino acid transporter 1),SLC38A3 G17 NAT1 SN1 SNAT3,Homo sapiens (Human),504
Q9H4B6,SAV1_HUMAN,reviewed,Protein salvador homolog 1 (45 kDa WW domain protein) (hWW45),SAV1 WW45,Homo sapiens (Human),383
Q14160,SCRIB_HUMAN,reviewed,Protein scribble homolog (Scribble) (hScrib) (Protein LAP4),SCRIB CRIB1 KIAA0147 LAP4 SCRB1 VARTUL,Homo sapiens (Human),1630
Q96HU1,SGSM3_HUMAN,reviewed,Small G protein signaling modulator 3 (Merlin-associated protein) (RUN and TBC1 domain-containing protein 3) (Rab-GTPase-activating protein-like protein) (RabGAPLP),SGSM3 MAP RABGAPLP RUTBC3,Homo sapiens (Human),749
Q96EE3,SEH1_HUMAN,reviewed,Nucleoporin SEH1 (GATOR complex protein SEH1) (Nup107-160 subcomplex subunit SEH1) (SEC13-like protein),SEH1L SEC13L SEH1,Homo sapiens (Human),360
Q01105,SET_HUMAN,reviewed,Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase) (IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I),SET,Homo sapiens (Human),290
Q9Y6E7,SIR4_HUMAN,reviewed,"NAD-dependent protein lipoamidase sirtuin-4, mitochondrial (EC 3.5.1.-) (NAD-dependent ADP-ribosyltransferase sirtuin-4) (EC 2.4.2.-) (NAD-dependent protein deacetylase sirtuin-4) (EC 3.5.1.-) (Regulatory protein SIR2 homolog 4) (SIR2-like protein 4)",SIRT4 SIR2L4,Homo sapiens (Human),314
Q9Y6P5,SESN1_HUMAN,reviewed,Sestrin-1 (EC 1.11.1.15) (p53-regulated protein PA26),SESN1 PA26 SEST1,Homo sapiens (Human),492
Q9NRC8,SIR7_HUMAN,reviewed,NAD-dependent protein deacetylase sirtuin-7 (EC 3.5.1.-) (Regulatory protein SIR2 homolog 7) (SIR2-like protein 7),SIRT7 SIR2L7,Homo sapiens (Human),400
Q15047,SETB1_HUMAN,reviewed,Histone-lysine N-methyltransferase SETDB1 (EC 2.1.1.43) (ERG-associated protein with SET domain) (ESET) (Histone H3-K9 methyltransferase 4) (H3-K9-HMTase 4) (Lysine N-methyltransferase 1E) (SET domain bifurcated 1),SETDB1 KIAA0067 KMT1E,Homo sapiens (Human),1291
Q9H7L9,SDS3_HUMAN,reviewed,Sin3 histone deacetylase corepressor complex component SDS3 (45 kDa Sin3-associated polypeptide) (Suppressor of defective silencing 3 protein homolog),SUDS3 SAP45 SDS3,Homo sapiens (Human),328
Q12884,SEPR_HUMAN,reviewed,"Prolyl endopeptidase FAP (EC 3.4.21.26) (170 kDa melanoma membrane-bound gelatinase) (Dipeptidyl peptidase FAP) (EC 3.4.14.5) (Fibroblast activation protein alpha) (FAPalpha) (Gelatine degradation protease FAP) (EC 3.4.21.-) (Integral membrane serine protease) (Post-proline cleaving enzyme) (Serine integral membrane protease) (SIMP) (Surface-expressed protease) (Seprase) [Cleaved into: Antiplasmin-cleaving enzyme FAP, soluble form (APCE) (EC 3.4.14.5) (EC 3.4.21.-) (EC 3.4.21.26)]",FAP,Homo sapiens (Human),760
Q8IUQ4,SIAH1_HUMAN,reviewed,E3 ubiquitin-protein ligase SIAH1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SIAH1) (Seven in absentia homolog 1) (Siah-1) (Siah-1a),SIAH1 HUMSIAH,Homo sapiens (Human),282
P57059,SIK1_HUMAN,reviewed,Serine/threonine-protein kinase SIK1 (EC 2.7.11.1) (Salt-inducible kinase 1) (SIK-1) (Serine/threonine-protein kinase SNF1-like kinase 1) (Serine/threonine-protein kinase SNF1LK),SIK1 SIK SNF1LK,Homo sapiens (Human),783
Q15796,SMAD2_HUMAN,reviewed,Mothers against decapentaplegic homolog 2 (MAD homolog 2) (Mothers against DPP homolog 2) (JV18-1) (Mad-related protein 2) (hMAD-2) (SMAD family member 2) (SMAD 2) (Smad2) (hSMAD2),SMAD2 MADH2 MADR2,Homo sapiens (Human),467
Q9NRG4,SMYD2_HUMAN,reviewed,N-lysine methyltransferase SMYD2 (EC 2.1.1.-) (HSKM-B) (Histone methyltransferase SMYD2) (EC 2.1.1.43) (Lysine N-methyltransferase 3C) (SET and MYND domain-containing protein 2),SMYD2 KMT3C,Homo sapiens (Human),433
Q9UPX8,SHAN2_HUMAN,reviewed,SH3 and multiple ankyrin repeat domains protein 2 (Shank2) (Cortactin-binding protein 1) (CortBP1) (Proline-rich synapse-associated protein 1),SHANK2 CORTBP1 KIAA1022 PROSAP1,Homo sapiens (Human),1470
Q99835,SMO_HUMAN,reviewed,Smoothened homolog (SMO) (Protein Gx),SMO SMOH,Homo sapiens (Human),787
P36952,SPB5_HUMAN,reviewed,Serpin B5 (Maspin) (Peptidase inhibitor 5) (PI-5),SERPINB5 PI5,Homo sapiens (Human),375
Q13501,SQSTM_HUMAN,reviewed,Sequestosome-1 (EBI3-associated protein of 60 kDa) (EBIAP) (p60) (Phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa) (Ubiquitin-binding protein p62),SQSTM1 ORCA OSIL,Homo sapiens (Human),440
Q12824,SNF5_HUMAN,reviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 (BRG1-associated factor 47) (BAF47) (Integrase interactor 1 protein) (SNF5 homolog) (hSNF5),SMARCB1 BAF47 INI1 SNF5L1,Homo sapiens (Human),385
Q13573,SNW1_HUMAN,reviewed,SNW domain-containing protein 1 (Nuclear protein SkiP) (Nuclear receptor coactivator NCoA-62) (Ski-interacting protein),SNW1 SKIIP SKIP,Homo sapiens (Human),536
Q99717,SMAD5_HUMAN,reviewed,Mothers against decapentaplegic homolog 5 (MAD homolog 5) (Mothers against DPP homolog 5) (JV5-1) (SMAD family member 5) (SMAD 5) (Smad5) (hSmad5),SMAD5 MADH5,Homo sapiens (Human),465
P29353,SHC1_HUMAN,reviewed,SHC-transforming protein 1 (SHC-transforming protein 3) (SHC-transforming protein A) (Src homology 2 domain-containing-transforming protein C1) (SH2 domain protein C1),SHC1 SHC SHCA,Homo sapiens (Human),583
Q13485,SMAD4_HUMAN,reviewed,Mothers against decapentaplegic homolog 4 (MAD homolog 4) (Mothers against DPP homolog 4) (Deletion target in pancreatic carcinoma 4) (SMAD family member 4) (SMAD 4) (Smad4) (hSMAD4),SMAD4 DPC4 MADH4,Homo sapiens (Human),552
O43541,SMAD6_HUMAN,reviewed,Mothers against decapentaplegic homolog 6 (MAD homolog 6) (Mothers against DPP homolog 6) (SMAD family member 6) (SMAD 6) (Smad6) (hSMAD6),SMAD6 MADH6,Homo sapiens (Human),496
Q6IEE8,SN12L_HUMAN,reviewed,Schlafen family member 12-like,SLFN12L SLFN5,Homo sapiens (Human),588
P23497,SP100_HUMAN,reviewed,Nuclear autoantigen Sp-100 (Nuclear dot-associated Sp100 protein) (Speckled 100 kDa),SP100,Homo sapiens (Human),879
Q9HBF5,ST20_HUMAN,reviewed,Suppressor of tumorigenicity 20 protein (Human cervical cancer suppressor gene 1 protein) (HCCS-1),ST20 HCCS1,Homo sapiens (Human),79
Q13188,STK3_HUMAN,reviewed,Serine/threonine-protein kinase 3 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 2) (MST-2) (STE20-like kinase MST2) (Serine/threonine-protein kinase Krs-1) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit (MST2/N); Serine/threonine-protein kinase 3 20kDa subunit (MST2/C)],STK3 KRS1 MST2,Homo sapiens (Human),491
Q9NRC1,ST7_HUMAN,reviewed,Suppressor of tumorigenicity 7 protein (Protein FAM4A1) (Protein HELG),ST7 FAM4A1 HELG RAY1,Homo sapiens (Human),585
