Entry,Entry name,Status,Protein names,Gene names,Organism,Length
O95999,BCL10_HUMAN,reviewed,B-cell lymphoma/leukemia 10 (B-cell CLL/lymphoma 10) (Bcl-10) (CARD-containing molecule enhancing NF-kappa-B) (CARD-like apoptotic protein) (hCLAP) (CED-3/ICH-1 prodomain homologous E10-like regulator) (CIPER) (Cellular homolog of vCARMEN) (cCARMEN) (Cellular-E10) (c-E10) (Mammalian CARD-containing adapter molecule E10) (mE10),BCL10 CIPER CLAP,Homo sapiens (Human),233
Q92560,BAP1_HUMAN,reviewed,Ubiquitin carboxyl-terminal hydrolase BAP1 (EC 3.4.19.12) (BRCA1-associated protein 1) (Cerebral protein 6),BAP1 KIAA0272 hucep-6,Homo sapiens (Human),729
Q9H165,BC11A_HUMAN,reviewed,B-cell lymphoma/leukemia 11A (BCL-11A) (B-cell CLL/lymphoma 11A) (COUP-TF-interacting protein 1) (Ecotropic viral integration site 9 protein homolog) (EVI-9) (Zinc finger protein 856),BCL11A CTIP1 EVI9 KIAA1809 ZNF856,Homo sapiens (Human),835
O14514,BAI1_HUMAN,reviewed,Brain-specific angiogenesis inhibitor 1,BAI1,Homo sapiens (Human),1584
Q8TDM0,BCAS4_HUMAN,reviewed,Breast carcinoma-amplified sequence 4,BCAS4,Homo sapiens (Human),211
Q14457,BECN1_HUMAN,reviewed,Beclin-1 (Coiled-coil myosin-like BCL2-interacting protein) (Protein GT197) [Cleaved into: Beclin-1-C 35 kDa; Beclin-1-C 37 kDa],BECN1 GT197,Homo sapiens (Human),450
P56945,BCAR1_HUMAN,reviewed,Breast cancer anti-estrogen resistance protein 1 (CRK-associated substrate) (Cas scaffolding protein family member 1) (p130cas),BCAR1 CAS CASS1 CRKAS,Homo sapiens (Human),870
Q92934,BAD_HUMAN,reviewed,Bcl2-associated agonist of cell death (BAD) (Bcl-2-binding component 6) (Bcl-2-like protein 8) (Bcl2-L-8) (Bcl-xL/Bcl-2-associated death promoter) (Bcl2 antagonist of cell death),BAD BBC6 BCL2L8,Homo sapiens (Human),168
O95817,BAG3_HUMAN,reviewed,BAG family molecular chaperone regulator 3 (BAG-3) (Bcl-2-associated athanogene 3) (Bcl-2-binding protein Bis) (Docking protein CAIR-1),BAG3 BIS,Homo sapiens (Human),575
Q8N1L9,BATF2_HUMAN,reviewed,Basic leucine zipper transcriptional factor ATF-like 2 (B-ATF-2) (Suppressor of AP-1 regulated by IFN) (SARI),BATF2,Homo sapiens (Human),274
P20749,BCL3_HUMAN,reviewed,B-cell lymphoma 3 protein (BCL-3) (Proto-oncogene BCL3),BCL3 BCL4 D19S37,Homo sapiens (Human),454
Q16548,B2LA1_HUMAN,reviewed,Bcl-2-related protein A1 (Bcl-2-like protein 5) (Bcl2-L-5) (Hemopoietic-specific early response protein) (Protein BFL-1) (Protein GRS),BCL2A1 BCL2L5 BFL1 GRS HBPA1,Homo sapiens (Human),175
Q9BYV9,BACH2_HUMAN,reviewed,Transcription regulator protein BACH2 (BTB and CNC homolog 2),BACH2,Homo sapiens (Human),841
Q9NPI1,BRD7_HUMAN,reviewed,Bromodomain-containing protein 7 (75 kDa bromodomain protein) (Protein CELTIX-1),BRD7 BP75 CELTIX1,Homo sapiens (Human),651
P62324,BTG1_HUMAN,reviewed,Protein BTG1 (B-cell translocation gene 1 protein),BTG1,Homo sapiens (Human),171
Q14201,BTG3_HUMAN,reviewed,Protein BTG3 (Abundant in neuroepithelium area protein) (BTG family member 3) (Protein Tob5),BTG3 ANA TOB5,Homo sapiens (Human),252
O14965,AURKA_HUMAN,reviewed,Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (hARK1) (Breast tumor-amplified kinase) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase aurora-A),AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6,Homo sapiens (Human),403
Q96GD4,AURKB_HUMAN,reviewed,Aurora kinase B (EC 2.7.11.1) (Aurora 1) (Aurora- and IPL1-like midbody-associated protein 1) (AIM-1) (Aurora/IPL1-related kinase 2) (ARK-2) (Aurora-related kinase 2) (STK-1) (Serine/threonine-protein kinase 12) (Serine/threonine-protein kinase 5) (Serine/threonine-protein kinase aurora-B),AURKB AIK2 AIM1 AIRK2 ARK2 STK1 STK12 STK5,Homo sapiens (Human),344
O00499,BIN1_HUMAN,reviewed,Myc box-dependent-interacting protein 1 (Amphiphysin II) (Amphiphysin-like protein) (Box-dependent myc-interacting protein 1) (Bridging integrator 1),BIN1 AMPHL,Homo sapiens (Human),593
P51451,BLK_HUMAN,reviewed,Tyrosine-protein kinase Blk (EC 2.7.10.2) (B lymphocyte kinase) (p55-Blk),BLK,Homo sapiens (Human),505
P46736,BRCC3_HUMAN,reviewed,Lys-63-specific deubiquitinase BRCC36 (EC 3.4.19.-) (BRCA1-A complex subunit BRCC36) (BRCA1/BRCA2-containing complex subunit 3) (BRCA1/BRCA2-containing complex subunit 36) (BRISC complex subunit BRCC36),BRCC3 BRCC36 C6.1A CXorf53,Homo sapiens (Human),316
Q9H0E9,BRD8_HUMAN,reviewed,Bromodomain-containing protein 8 (Skeletal muscle abundant protein) (Skeletal muscle abundant protein 2) (Thyroid hormone receptor coactivating protein of 120 kDa) (TrCP120) (p120),BRD8 SMAP SMAP2,Homo sapiens (Human),1235
Q9HD36,B2L10_HUMAN,reviewed,Bcl-2-like protein 10 (Bcl2-L-10) (Anti-apoptotic protein NrH) (Apoptosis regulator Bcl-B),BCL2L10 BCLB,Homo sapiens (Human),194
Q8N9N5,BANP_HUMAN,reviewed,Protein BANP (BEN domain-containing protein 1) (Btg3-associated nuclear protein) (Scaffold/matrix-associated region-1-binding protein),BANP BEND1 SMAR1,Homo sapiens (Human),519
Q8N143,BCL6B_HUMAN,reviewed,B-cell CLL/lymphoma 6 member B protein (Bcl6-associated zinc finger protein) (Zinc finger protein 62),BCL6B BAZF ZNF62,Homo sapiens (Human),479
Q13323,BIK_HUMAN,reviewed,Bcl-2-interacting killer (Apoptosis inducer NBK) (BIP1) (BP4),BIK NBK,Homo sapiens (Human),160
Q15059,BRD3_HUMAN,reviewed,Bromodomain-containing protein 3 (RING3-like protein),BRD3 KIAA0043 RING3L,Homo sapiens (Human),726
O60885,BRD4_HUMAN,reviewed,Bromodomain-containing protein 4 (Protein HUNK1),BRD4 HUNK1,Homo sapiens (Human),1362
Q9HCU9,BRMS1_HUMAN,reviewed,Breast cancer metastasis-suppressor 1,BRMS1,Homo sapiens (Human),246
P41182,BCL6_HUMAN,reviewed,B-cell lymphoma 6 protein (BCL-6) (B-cell lymphoma 5 protein) (BCL-5) (Protein LAZ-3) (Zinc finger and BTB domain-containing protein 27) (Zinc finger protein 51),BCL6 BCL5 LAZ3 ZBTB27 ZNF51,Homo sapiens (Human),706
P35226,BMI1_HUMAN,reviewed,Polycomb complex protein BMI-1 (Polycomb group RING finger protein 4) (RING finger protein 51),BMI1 PCGF4 RNF51,Homo sapiens (Human),326
Q92843,B2CL2_HUMAN,reviewed,Bcl-2-like protein 2 (Bcl2-L-2) (Apoptosis regulator Bcl-W),BCL2L2 BCLW KIAA0271,Homo sapiens (Human),193
Q16520,BATF_HUMAN,reviewed,Basic leucine zipper transcriptional factor ATF-like (B-cell-activating transcription factor) (B-ATF) (SF-HT-activated gene 2 protein) (SFA-2),BATF,Homo sapiens (Human),125
Q9P287,BCCIP_HUMAN,reviewed,BRCA2 and CDKN1A-interacting protein (P21- and CDK-associated protein 1) (Protein TOK-1),BCCIP TOK1,Homo sapiens (Human),314
P36894,BMR1A_HUMAN,reviewed,Bone morphogenetic protein receptor type-1A (BMP type-1A receptor) (BMPR-1A) (EC 2.7.11.30) (Activin receptor-like kinase 3) (ALK-3) (Serine/threonine-protein kinase receptor R5) (SKR5) (CD antigen CD292),BMPR1A ACVRLK3 ALK3,Homo sapiens (Human),532
Q8WV28,BLNK_HUMAN,reviewed,B-cell linker protein (B-cell adapter containing a SH2 domain protein) (B-cell adapter containing a Src homology 2 domain protein) (Cytoplasmic adapter protein) (Src homology 2 domain-containing leukocyte protein of 65 kDa) (SLP-65),BLNK BASH SLP65,Homo sapiens (Human),456
Q9NR55,BATF3_HUMAN,reviewed,Basic leucine zipper transcriptional factor ATF-like 3 (B-ATF-3) (21 kDa small nuclear factor isolated from T-cells) (Jun dimerization protein p21SNFT),BATF3 SNFT,Homo sapiens (Human),127
Q07812,BAX_HUMAN,reviewed,Apoptosis regulator BAX (Bcl-2-like protein 4) (Bcl2-L-4),BAX BCL2L4,Homo sapiens (Human),192
P10415,BCL2_HUMAN,reviewed,Apoptosis regulator Bcl-2,BCL2,Homo sapiens (Human),239
Q6P1N0,C2D1A_HUMAN,reviewed,Coiled-coil and C2 domain-containing protein 1A (Akt kinase-interacting protein 1) (Five prime repressor element under dual repression-binding protein 1) (FRE under dual repression-binding protein 1) (Freud-1) (Putative NF-kappa-B-activating protein 023N),CC2D1A AKI1,Homo sapiens (Human),951
Q92851,CASPA_HUMAN,reviewed,Caspase-10 (CASP-10) (EC 3.4.22.63) (Apoptotic protease Mch-4) (FAS-associated death domain protein interleukin-1B-converting enzyme 2) (FLICE2) (ICE-like apoptotic protease 4) [Cleaved into: Caspase-10 subunit p23/17; Caspase-10 subunit p12],CASP10 MCH4,Homo sapiens (Human),521
Q8ND23,CARL3_HUMAN,reviewed,"Capping protein, Arp2/3 and myosin-I linker protein 3 (Capping protein regulator and myosin 1 linker protein 3) (Leucine-rich repeat-containing protein 16B)",CARMIL3 C14orf121 LRRC16B,Homo sapiens (Human),1372
Q8N126,CADM3_HUMAN,reviewed,Cell adhesion molecule 3 (Brain immunoglobulin receptor) (Immunoglobulin superfamily member 4B) (IgSF4B) (Nectin-like protein 1) (NECL-1) (Synaptic cell adhesion molecule 3) (SynCAM3) (TSLC1-like protein 1) (TSLL1),CADM3 IGSF4B NECL1 SYNCAM3 TSLL1 UNQ225/PRO258,Homo sapiens (Human),398
P55212,CASP6_HUMAN,reviewed,Caspase-6 (CASP-6) (EC 3.4.22.59) (Apoptotic protease Mch-2) [Cleaved into: Caspase-6 subunit p18; Caspase-6 subunit p11],CASP6 MCH2,Homo sapiens (Human),293
Q969G5,CAVN3_HUMAN,reviewed,Caveolae-associated protein 3 (Cavin-3) (Protein kinase C delta-binding protein) (Serum deprivation response factor-related gene product that binds to C-kinase) (hSRBC),CAVIN3 PRKCDBP SRBC,Homo sapiens (Human),261
Q13191,CBLB_HUMAN,reviewed,E3 ubiquitin-protein ligase CBL-B (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene b) (RING finger protein 56) (RING-type E3 ubiquitin transferase CBL-B) (SH3-binding protein CBL-B) (Signal transduction protein CBL-B),CBLB RNF56 Nbla00127,Homo sapiens (Human),982
P51813,BMX_HUMAN,reviewed,Cytoplasmic tyrosine-protein kinase BMX (EC 2.7.10.2) (Bone marrow tyrosine kinase gene in chromosome X protein) (Epithelial and endothelial tyrosine kinase) (ETK) (NTK38),BMX,Homo sapiens (Human),675
Q9NY47,CA2D2_HUMAN,reviewed,Voltage-dependent calcium channel subunit alpha-2/delta-2 (Voltage-gated calcium channel subunit alpha-2/delta-2) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-2; Voltage-dependent calcium channel subunit delta-2],CACNA2D2 KIAA0558,Homo sapiens (Human),1150
P35070,BTC_HUMAN,reviewed,Probetacellulin [Cleaved into: Betacellulin (BTC)],BTC,Homo sapiens (Human),178
P12830,CADH1_HUMAN,reviewed,Cadherin-1 (CAM 120/80) (Epithelial cadherin) (E-cadherin) (Uvomorulin) (CD antigen CD324) [Cleaved into: E-Cad/CTF1; E-Cad/CTF2; E-Cad/CTF3],CDH1 CDHE UVO,Homo sapiens (Human),882
P19022,CADH2_HUMAN,reviewed,Cadherin-2 (CDw325) (Neural cadherin) (N-cadherin) (CD antigen CD325),CDH2 CDHN NCAD,Homo sapiens (Human),906
P22223,CADH3_HUMAN,reviewed,Cadherin-3 (Placental cadherin) (P-cadherin),CDH3 CDHP,Homo sapiens (Human),829
Q8WVQ1,CANT1_HUMAN,reviewed,Soluble calcium-activated nucleotidase 1 (SCAN-1) (EC 3.6.1.6) (Apyrase homolog) (Putative MAPK-activating protein PM09) (Putative NF-kappa-B-activating protein 107),CANT1 SHAPY,Homo sapiens (Human),401
Q9BY67,CADM1_HUMAN,reviewed,Cell adhesion molecule 1 (Immunoglobulin superfamily member 4) (IgSF4) (Nectin-like protein 2) (NECL-2) (Spermatogenic immunoglobulin superfamily) (SgIgSF) (Synaptic cell adhesion molecule) (SynCAM) (Tumor suppressor in lung cancer 1) (TSLC-1),CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1,Homo sapiens (Human),442
O00238,BMR1B_HUMAN,reviewed,Bone morphogenetic protein receptor type-1B (BMP type-1B receptor) (BMPR-1B) (EC 2.7.11.30) (CD antigen CDw293),BMPR1B,Homo sapiens (Human),502
P51587,BRCA2_HUMAN,reviewed,Breast cancer type 2 susceptibility protein (Fanconi anemia group D1 protein),BRCA2 FACD FANCD1,Homo sapiens (Human),3418
Q8NFZ8,CADM4_HUMAN,reviewed,Cell adhesion molecule 4 (Immunoglobulin superfamily member 4C) (IgSF4C) (Nectin-like protein 4) (NECL-4) (TSLC1-like protein 2),CADM4 IGSF4C NECL4 TSLL2,Homo sapiens (Human),388
Q16790,CAH9_HUMAN,reviewed,Carbonic anhydrase 9 (EC 4.2.1.1) (Carbonate dehydratase IX) (Carbonic anhydrase IX) (CA-IX) (CAIX) (Membrane antigen MN) (P54/58N) (Renal cell carcinoma-associated antigen G250) (RCC-associated antigen G250) (pMW1),CA9 G250 MN,Homo sapiens (Human),459
Q14790,CASP8_HUMAN,reviewed,Caspase-8 (CASP-8) (EC 3.4.22.61) (Apoptotic cysteine protease) (Apoptotic protease Mch-5) (CAP4) (FADD-homologous ICE/ced-3-like protease) (FADD-like ICE) (FLICE) (ICE-like apoptotic protease 5) (MORT1-associated ced-3 homolog) (MACH) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10],CASP8 MCH5,Homo sapiens (Human),479
Q53HL2,BOREA_HUMAN,reviewed,Borealin (Cell division cycle-associated protein 8) (Dasra-B) (hDasra-B) (Pluripotent embryonic stem cell-related gene 3 protein),CDCA8 PESCRG3,Homo sapiens (Human),280
O95696,BRD1_HUMAN,reviewed,Bromodomain-containing protein 1 (BR140-like protein) (Bromodomain and PHD finger-containing protein 2),BRD1 BRL BRPF2,Homo sapiens (Human),1058
Q07021,C1QBP_HUMAN,reviewed,"Complement component 1 Q subcomponent-binding protein, mitochondrial (ASF/SF2-associated protein p32) (Glycoprotein gC1qBP) (C1qBP) (Hyaluronan-binding protein 1) (Mitochondrial matrix protein p32) (gC1q-R protein) (p33)",C1QBP GC1QBP HABP1 SF2P32,Homo sapiens (Human),282
O60566,BUB1B_HUMAN,reviewed,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta (EC 2.7.11.1) (MAD3/BUB1-related protein kinase) (hBUBR1) (Mitotic checkpoint kinase MAD3L) (Protein SSK1),BUB1B BUBR1 MAD3L SSK1,Homo sapiens (Human),1050
Q8WY22,BRI3B_HUMAN,reviewed,BRI3-binding protein (I3-binding protein) (Cervical cancer 1 proto-oncogene-binding protein KG19) (HCCRBP-1),BRI3BP KG19,Homo sapiens (Human),251
O60477,BRNP1_HUMAN,reviewed,BMP/retinoic acid-inducible neural-specific protein 1 (Deleted in bladder cancer protein 1),BRINP1 DBC1 DBCCR1 FAM5A IB3089A,Homo sapiens (Human),761
Q8TAB7,CCD26_HUMAN,reviewed,Putative coiled-coil domain-containing protein 26 (Retinoic acid modulator),CCDC26 RAM,Homo sapiens (Human),109
P24385,CCND1_HUMAN,reviewed,G1/S-specific cyclin-D1 (B-cell lymphoma 1 protein) (BCL-1) (BCL-1 oncogene) (PRAD1 oncogene),CCND1 BCL1 PRAD1,Homo sapiens (Human),295
O96020,CCNE2_HUMAN,reviewed,G1/S-specific cyclin-E2,CCNE2,Homo sapiens (Human),404
Q9HC52,CBX8_HUMAN,reviewed,Chromobox protein homolog 8 (Polycomb 3 homolog) (Pc3) (hPc3) (Rectachrome 1),CBX8 PC3 RC1,Homo sapiens (Human),389
O14519,CDKA1_HUMAN,reviewed,Cyclin-dependent kinase 2-associated protein 1 (CDK2-associated protein 1) (Deleted in oral cancer 1) (DOC-1) (Putative oral cancer suppressor),CDK2AP1 CDKAP1 DOC1,Homo sapiens (Human),115
Q03135,CAV1_HUMAN,reviewed,Caveolin-1,CAV1 CAV,Homo sapiens (Human),178
P14635,CCNB1_HUMAN,reviewed,G2/mitotic-specific cyclin-B1,CCNB1 CCNB,Homo sapiens (Human),433
P30281,CCND3_HUMAN,reviewed,G1/S-specific cyclin-D3,CCND3,Homo sapiens (Human),292
Q6P1J9,CDC73_HUMAN,reviewed,Parafibromin (Cell division cycle protein 73 homolog) (Hyperparathyroidism 2 protein),CDC73 C1orf28 HRPT2,Homo sapiens (Human),531
Q00534,CDK6_HUMAN,reviewed,Cyclin-dependent kinase 6 (EC 2.7.11.22) (Cell division protein kinase 6) (Serine/threonine-protein kinase PLSTIRE),CDK6 CDKN6,Homo sapiens (Human),326
P24864,CCNE1_HUMAN,reviewed,G1/S-specific cyclin-E1,CCNE1 CCNE,Homo sapiens (Human),410
P51959,CCNG1_HUMAN,reviewed,Cyclin-G1 (Cyclin-G),CCNG1 CCNG CYCG1,Homo sapiens (Human),295
Q9UK58,CCNL1_HUMAN,reviewed,Cyclin-L1 (Cyclin-L),CCNL1 BM-001 UNQ530/PRO1073,Homo sapiens (Human),526
P60953,CDC42_HUMAN,reviewed,Cell division control protein 42 homolog (G25K GTP-binding protein),CDC42,Homo sapiens (Human),191
P38936,CDN1A_HUMAN,reviewed,Cyclin-dependent kinase inhibitor 1 (CDK-interacting protein 1) (Melanoma differentiation-associated protein 6) (MDA-6) (p21),CDKN1A CAP20 CDKN1 CIP1 MDA6 PIC1 SDI1 WAF1,Homo sapiens (Human),164
P42773,CDN2C_HUMAN,reviewed,Cyclin-dependent kinase 4 inhibitor C (Cyclin-dependent kinase 6 inhibitor) (p18-INK4c) (p18-INK6),CDKN2C CDKN6,Homo sapiens (Human),168
O15234,CASC3_HUMAN,reviewed,Protein CASC3 (Cancer susceptibility candidate gene 3 protein) (Metastatic lymph node gene 51 protein) (MLN 51) (Protein barentsz) (Btz),CASC3 MLN51,Homo sapiens (Human),703
P42575,CASP2_HUMAN,reviewed,Caspase-2 (CASP-2) (EC 3.4.22.55) (Neural precursor cell expressed developmentally down-regulated protein 2) (NEDD-2) (Protease ICH-1) [Cleaved into: Caspase-2 subunit p18; Caspase-2 subunit p13; Caspase-2 subunit p12],CASP2 ICH1 NEDD2,Homo sapiens (Human),452
P24863,CCNC_HUMAN,reviewed,Cyclin-C (SRB11 homolog) (hSRB11),CCNC,Homo sapiens (Human),283
P30279,CCND2_HUMAN,reviewed,G1/S-specific cyclin-D2,CCND2,Homo sapiens (Human),289
Q9H5V8,CDCP1_HUMAN,reviewed,CUB domain-containing protein 1 (Membrane glycoprotein gp140) (Subtractive immunization M plus HEp3-associated 135 kDa protein) (SIMA135) (Transmembrane and associated with src kinases) (CD antigen CD318),CDCP1 TRASK UNQ2486/PRO5773,Homo sapiens (Human),836
Q8IZL9,CDK20_HUMAN,reviewed,Cyclin-dependent kinase 20 (EC 2.7.11.22) (CDK-activating kinase p42) (CAK-kinase p42) (Cell cycle-related kinase) (Cell division protein kinase 20) (Cyclin-dependent protein kinase H) (Cyclin-kinase-activating kinase p42),CDK20 CCRK CDCH,Homo sapiens (Human),346
P24941,CDK2_HUMAN,reviewed,Cyclin-dependent kinase 2 (EC 2.7.11.22) (Cell division protein kinase 2) (p33 protein kinase),CDK2 CDKN2,Homo sapiens (Human),298
Q4KMG0,CDON_HUMAN,reviewed,Cell adhesion molecule-related/down-regulated by oncogenes,CDON CDO,Homo sapiens (Human),1287
Q14511,CASL_HUMAN,reviewed,Enhancer of filamentation 1 (hEF1) (CRK-associated substrate-related protein) (CAS-L) (CasL) (Cas scaffolding protein family member 2) (Neural precursor cell expressed developmentally down-regulated protein 9) (NEDD-9) (Renal carcinoma antigen NY-REN-12) (p105) [Cleaved into: Enhancer of filamentation 1 p55],NEDD9 CASL CASS2,Homo sapiens (Human),834
Q16543,CDC37_HUMAN,reviewed,"Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37) [Cleaved into: Hsp90 co-chaperone Cdc37, N-terminally processed]",CDC37 CDC37A,Homo sapiens (Human),378
Q5VUE5,CA053_HUMAN,reviewed,Uncharacterized protein C1orf53,C1orf53,Homo sapiens (Human),145
Q15834,CC85B_HUMAN,reviewed,Coiled-coil domain-containing protein 85B (Hepatitis delta antigen-interacting protein A) (Delta-interacting protein A),CCDC85B DIPA,Homo sapiens (Human),202
Q8N163,CCAR2_HUMAN,reviewed,Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2) (DBIRD complex subunit KIAA1967) (Deleted in breast cancer gene 1 protein) (DBC-1) (DBC.1) (NET35) (p30 DBC),CCAR2 DBC1 KIAA1967,Homo sapiens (Human),923
Q9ULV8,CBLC_HUMAN,reviewed,E3 ubiquitin-protein ligase CBL-C (EC 2.3.2.27) (RING finger protein 57) (RING-type E3 ubiquitin transferase CBL-C) (SH3-binding protein CBL-3) (SH3-binding protein CBL-C) (Signal transduction protein CBL-C),CBLC CBL3 RNF57,Homo sapiens (Human),474
Q92793,CBP_HUMAN,reviewed,CREB-binding protein (EC 2.3.1.48),CREBBP CBP,Homo sapiens (Human),2442
Q15131,CDK10_HUMAN,reviewed,Cyclin-dependent kinase 10 (EC 2.7.11.22) (Cell division protein kinase 10) (Serine/threonine-protein kinase PISSLRE),CDK10,Homo sapiens (Human),360
P50750,CDK9_HUMAN,reviewed,Cyclin-dependent kinase 9 (EC 2.7.11.22) (EC 2.7.11.23) (C-2K) (Cell division cycle 2-like protein kinase 4) (Cell division protein kinase 9) (Serine/threonine-protein kinase PITALRE) (Tat-associated kinase complex catalytic subunit),CDK9 CDC2L4 TAK,Homo sapiens (Human),372
Q00532,CDKL1_HUMAN,reviewed,Cyclin-dependent kinase-like 1 (EC 2.7.11.22) (Protein kinase p42 KKIALRE) (Serine/threonine-protein kinase KKIALRE),CDKL1,Homo sapiens (Human),357
P42771,CDN2A_HUMAN,reviewed,Cyclin-dependent kinase inhibitor 2A (Cyclin-dependent kinase 4 inhibitor A) (CDK4I) (Multiple tumor suppressor 1) (MTS-1) (p16-INK4a) (p16-INK4) (p16INK4A),CDKN2A CDKN2 MTS1,Homo sapiens (Human),156
O95273,CCDB1_HUMAN,reviewed,Cyclin-D1-binding protein 1 (Grap2 and cyclin-D-interacting protein) (Human homolog of Maid),CCNDBP1 DIP1 GCIP HHM,Homo sapiens (Human),360
Q16204,CCDC6_HUMAN,reviewed,Coiled-coil domain-containing protein 6 (Papillary thyroid carcinoma-encoded protein) (Protein H4),CCDC6 D10S170 TST1,Homo sapiens (Human),474
P20963,CD3Z_HUMAN,reviewed,T-cell surface glycoprotein CD3 zeta chain (T-cell receptor T3 zeta chain) (CD antigen CD247),CD247 CD3Z T3Z TCRZ,Homo sapiens (Human),164
P50613,CDK7_HUMAN,reviewed,Cyclin-dependent kinase 7 (EC 2.7.11.22) (EC 2.7.11.23) (39 kDa protein kinase) (p39 Mo15) (CDK-activating kinase 1) (Cell division protein kinase 7) (Serine/threonine-protein kinase 1) (TFIIH basal transcription factor complex kinase subunit),CDK7 CAK CAK1 CDKN7 MO15 STK1,Homo sapiens (Human),346
Q92772,CDKL2_HUMAN,reviewed,Cyclin-dependent kinase-like 2 (EC 2.7.11.22) (Protein kinase p56 KKIAMRE) (Serine/threonine-protein kinase KKIAMRE),CDKL2,Homo sapiens (Human),493
P49918,CDN1C_HUMAN,reviewed,Cyclin-dependent kinase inhibitor 1C (Cyclin-dependent kinase inhibitor p57) (p57Kip2),CDKN1C KIP2,Homo sapiens (Human),316
Q9H211,CDT1_HUMAN,reviewed,DNA replication factor Cdt1 (Double parked homolog) (DUP),CDT1,Homo sapiens (Human),546
O14757,CHK1_HUMAN,reviewed,Serine/threonine-protein kinase Chk1 (EC 2.7.11.1) (CHK1 checkpoint homolog) (Cell cycle checkpoint kinase) (Checkpoint kinase-1),CHEK1 CHK1,Homo sapiens (Human),476
Q16589,CCNG2_HUMAN,reviewed,Cyclin-G2,CCNG2,Homo sapiens (Human),344
O60583,CCNT2_HUMAN,reviewed,Cyclin-T2 (CycT2),CCNT2,Homo sapiens (Human),730
